index,AccX_Max,AccX_Mean,AccX_Median,AccX_Min,AccX_Root mean square,AccX_Spectral centroid,AccX_Spectral roll-off,AccX_Standard deviation,AccX_Variance,AccX_Zero crossing rate,AccY_Max,AccY_Mean,AccY_Median,AccY_Min,AccY_Root mean square,AccY_Spectral centroid,AccY_Spectral roll-off,AccY_Standard deviation,AccY_Variance,AccY_Zero crossing rate,AccZ_Max,AccZ_Mean,AccZ_Median,AccZ_Min,AccZ_Root mean square,AccZ_Spectral centroid,AccZ_Spectral roll-off,AccZ_Standard deviation,AccZ_Variance,AccZ_Zero crossing rate,Sound_Max,Sound_Mean,Sound_Median,Sound_Min,Sound_Root mean square,Sound_Spectral centroid,Sound_Spectral roll-off,Sound_Standard deviation,Sound_Variance,Sound_Zero crossing rate,timestamp,time,ToolIdx,PassID,PassNumber,Broche/ActualSpeed_Max,Broche/ActualSpeed_Mean,Broche/ActualSpeed_Median,Broche/ActualSpeed_Min,Broche/ActualSpeed_Root mean square,Broche/ActualSpeed_Spectral centroid,Broche/ActualSpeed_Spectral roll-off,Broche/ActualSpeed_Standard deviation,Broche/ActualSpeed_Variance,Broche/ActualSpeed_Zero crossing rate,Axe_X_master/ActualVelocity_Max,Axe_X_master/ActualVelocity_Mean,Axe_X_master/ActualVelocity_Median,Axe_X_master/ActualVelocity_Min,Axe_X_master/ActualVelocity_Root mean square,Axe_X_master/ActualVelocity_Spectral centroid,Axe_X_master/ActualVelocity_Spectral roll-off,Axe_X_master/ActualVelocity_Standard deviation,Axe_X_master/ActualVelocity_Variance,Axe_X_master/ActualVelocity_Zero crossing rate,Broche/StatusTorqueData.ActualTorque_Max,Broche/StatusTorqueData.ActualTorque_Mean,Broche/StatusTorqueData.ActualTorque_Median,Broche/StatusTorqueData.ActualTorque_Min,Broche/StatusTorqueData.ActualTorque_Root mean square,Broche/StatusTorqueData.ActualTorque_Spectral centroid,Broche/StatusTorqueData.ActualTorque_Spectral roll-off,Broche/StatusTorqueData.ActualTorque_Standard deviation,Broche/StatusTorqueData.ActualTorque_Variance,Broche/StatusTorqueData.ActualTorque_Zero crossing rate,Axe_X_master/ActualPosition_Max,Axe_X_master/ActualPosition_Mean,Axe_X_master/ActualPosition_Median,Axe_X_master/ActualPosition_Min,Axe_X_master/ActualPosition_Root mean square,Axe_X_master/ActualPosition_Spectral centroid,Axe_X_master/ActualPosition_Spectral roll-off,Axe_X_master/ActualPosition_Standard deviation,Axe_X_master/ActualPosition_Variance,Axe_X_master/ActualPosition_Zero crossing rate,DB_PASSES/NUMERO_PASSE,DB_PASSES/SELECTION_ALLIAGE,DB_PASSES/EPAISSEUR_BRUTE,DB_PASSES/NUMERO_OF,DB_PASSES/PASSE_ACTIVE.EPAISSEUR,DB_PASSES/COMPTEUR_RESET_PASSES,pass_type,sensor_file,y
0,0.655221939101466,-0.0015463494576426035,-0.0014305114600574598,-0.7233977317664539,0.1388271182178016,10103.747073770452,17123.09763371862,0.13881850581249716,0.019270577556014308,1000458.0,0.5084514618065441,-0.0031614333711503183,-0.0034809112403308973,-0.4609107971045887,0.09611983252556457,8748.773708743935,17153.21785910929,0.09606782782899985,0.009229027543782357,757505.0,0.6571292877342785,-0.00311051378767731,-0.0027537345740711316,-0.7373213767859852,0.14010826104785767,8263.914574030994,14173.620153496917,0.1400737288638783,0.0196206495178313,782280.0,5.275285243969847,-0.002056601171893953,-0.053340196627686964,-5.42488694192798,1.4755871365476685,4724.396246915827,15769.53117758959,1.4755857033519155,2.1773531679365674,69548.0,1754006153.4099,580.0,0,1,1,320.7979582250118,320.00780004858973,320.0317684561014,319.2494496703148,320.0079171718509,0.015343845195029997,0.0,0.273789568933225,0.07496072805664115,0.0,2407.469076025168,2400.02908624151,2400.003718521838,2392.10348582414,2400.030565034306,0.013836243355047205,0.0,2.664262305509372,7.098293632558113,0.0,924.0093909502029,887.5309095087051,891.0496463775635,839.052807956934,887.7120103735622,0.2386196701513867,2.4,17.93036609001619,321.49802812200244,0.0,3323.146,2325.13178,2325.1065,1327.147,2395.7411769868154,0.42767370893711915,2.98,577.354304343705,333337.99274420354,0.0,8.0,1.0,29.200000762939453,6341408.0,25.399999618530273,37.0,Roughing,pass_000001.parquet,399.2106993496418
1,0.7403254509117687,-0.001641063186200267,-0.0016808509681141004,-0.7492065429541981,0.1482143241197887,10160.532235025596,16771.26707425749,0.14820523872624972,0.021964792785904668,2024632.0,0.4704594612267101,-0.0031752308769519553,-0.003659725174657069,-0.47019720076059457,0.09070775817909424,9123.927343964011,17010.3761235295,0.09065216656404353,0.008217815302755092,1666001.0,0.7679104805138195,-0.0032237066452267993,-0.002777576431981288,-0.7978081703040516,0.14409320036667275,8558.51094333423,13668.034617608955,0.14405713487146557,0.02075245810737562,1657292.0,4.89882230756848,-0.0021199035923969377,0.0013649463471665513,-5.323690176028322,1.4478482798310472,3436.222390971337,14559.275635816908,1.4478467278750475,2.096260147418482,81747.0,1754006288.9099,715.5,0,2,2,350.61296224594116,349.9682408899069,349.97146502137184,349.4099982082844,349.96829279479135,0.015611060074469154,0.0,0.19060462979904333,0.03633012490083035,0.0,1204.3868508041369,1200.0156303087408,1200.0380988604497,1196.05174291207,1200.0165827596484,0.01845373255731668,0.0,1.5119235626948273,2.2859128594318197,0.0,436.43247985839844,398.0139196587801,399.2106993496418,350.33935394883156,398.3799594558094,0.5324630485797893,4.16,17.073718220309548,291.51185386653026,0.0,3323.6710000000003,2324.665988,2324.671,1325.631,2395.2895186906267,0.40689957767290724,2.9,577.3559756208971,333339.9225851579,0.0,9.0,1.0,29.200000762939453,6341408.0,25.100000381469727,38.0,Pre-Finishing,pass_000002.parquet,139.2265072464943
2,0.77028274537588,-0.0015051133340825754,-0.0015020370337879285,-0.9294867515418446,0.14543489903214019,10251.640540165277,16734.48553733258,0.14542711057550575,0.021149044490340375,3763718.0,0.4413247108604992,-0.0031375148234932568,-0.0033855438086902723,-0.47991275785898324,0.08546787110041737,9313.008314476776,17046.946199600785,0.08541026279768679,0.007294912991169919,3176968.0,0.7476687431480968,-0.00309951700166777,-0.0028133392188465223,-0.7603645324561512,0.13967870547669073,8716.526969954488,13659.217661352619,0.13964431158482785,0.019500533758000486,3130326.0,4.87099289892285,-0.002114708708499447,0.012469291668821825,-5.482172966021608,1.4351510249416537,3254.8346612662904,14039.69457456713,1.4351494669190932,2.0596539923981574,145624.0,1754006642.497,169.1,0,3,3,350.6053648889065,350.00412134718016,350.0083576887846,349.40643310546875,350.00416525860896,0.01976778607766813,0.0,0.17532359810537582,0.03073836405261534,0.0,652.2403123540007,650.005824977085,649.9934571830956,647.5291644150062,650.0063854669402,0.025964097482271048,0.0,0.8536062649391538,0.7286436555433728,0.0,174.74347338080406,139.63285520140036,139.2265072464943,102.85713392496109,140.55874817805446,1.0928933745427978,4.398699891657637,16.106751307649986,259.4274376864845,0.0,3324.253,2324.8682892741067,2324.8554999999997,1325.481,2395.4748087524194,0.3901098160703215,2.8169014084507036,577.3101392623646,333286.99689513084,0.0,10.0,1.0,29.200000762939453,6341408.0,25.010000228881836,39.0,Finishing,pass_000003.parquet,789.3290553689003
3,0.6684899330284679,-0.0017503080245275652,-0.0015139579627430066,-0.6594538688514149,0.13540320870527123,10037.80637738917,16902.214689773748,0.13539189543507582,0.018330965349502508,1710703.0,0.515604019179591,-0.0032549040436576538,-0.0036120414588367566,-0.5080461501929676,0.09322163296294741,8676.136709001263,16904.025436908458,0.09316479191167157,0.008679678451945064,1298495.0,0.6817221641686046,-0.0032629486908155635,-0.0030994415137683973,-0.6926178932044422,0.13573993285481833,8248.487106126317,13967.834705655752,0.13570070942066478,0.018414682537271698,1346704.0,5.427199602108885,-0.0021607469992521184,-0.08057951929004048,-5.161017179507326,1.4988028128777275,4213.554890366709,15151.92314488226,1.4988012553579588,2.2464052030625936,95764.0,1754007258.7970002,785.4,0,4,4,320.7541689276695,319.9901278457814,320.0071692466736,319.1394969820976,319.9902376565254,0.02192286077189737,0.0,0.2650975671006137,0.07027672008266439,0.0,1403.9220858203125,1400.028760349141,1400.153167469117,1395.659457127307,1400.0296745454136,0.01662620491465673,0.0,1.5999384312681744,2.5598029838488667,0.0,933.6700057387352,719.4034845265304,789.3290553689003,149.17125776410103,743.6609065884895,0.4903600589029388,3.4772462077012833,188.38835006204673,35490.17043910026,0.0,3324.105,2325.413137689615,2325.438,1326.7250000000001,2395.9912308541116,0.41065935642685086,2.9054842473745626,577.2587958535933,333227.71739034046,0.0,1.0,1.0,29.200000762939453,6341408.0,28.799999237060547,40.0,Blanking,pass_000004.parquet,485.0196895301342
4,0.6817579269554699,-0.0015715993348439572,-0.0014901161048328504,-0.6782770156714832,0.13505967140744332,9868.835993461016,16703.534841257348,0.1350505272711561,0.01823864491621728,1717213.0,0.45360326768422965,-0.0030677063494449013,-0.003373622879735194,-0.46148300169443246,0.09269813978697364,8582.642365498268,16772.121269824394,0.09264736530370887,0.00858353429771888,1317309.0,0.6555676460411632,-0.0029933495315434253,-0.0029444694373523816,-0.6722450256202137,0.13422889874789024,8198.288101816805,13383.290483852079,0.13419551824727002,0.01800843711765338,1382293.0,5.29438853262036,-0.0019747132873202808,-0.06830692293078755,-5.727505683917116,1.5332985875115464,3462.772095975038,14612.180311863227,1.5332973159085408,2.351000658972336,72014.0,1754007443.184125,69.8,0,5,5,320.80870270729065,319.99603077125937,319.9995718896389,319.11176294088364,319.99616879860275,0.02254099474895165,0.0,0.2972144395749082,0.08833642309182674,0.0,1403.9220858203125,1399.977001574549,1399.9357298719326,1396.1668115207372,1399.9779330471756,0.01637988827327103,0.0,1.6149555343249564,2.6080813778468053,0.0,559.179114818573,485.17883206217124,485.0196895301342,379.8894697725773,486.38731457628336,0.5088110689392357,4.387397899649941,34.265444685803935,1174.1206995158893,0.0,3322.8450000000003,2324.1644655775963,2324.178,1325.464,2394.780168942966,0.4107689547972137,2.9054842473745626,577.2621540590629,333231.5945089093,0.0,2.0,1.0,29.200000762939453,6341408.0,28.399999618530273,41.0,Blanking,pass_000005.parquet,525.935234516859
5,0.7108807563927257,-0.0015643086061459361,-0.0016212463233387098,-0.7103443145606434,0.13484780280280284,9918.772477317414,16726.79418025871,0.13483872907784447,0.018181482859328343,1733021.0,0.46640634538198356,-0.003110641968308592,-0.003278255448094569,-0.47653913496469613,0.09196727587952347,8642.851371701852,16796.88761773142,0.09191465464900239,0.008448303739245376,1327308.0,0.6713151931908214,-0.0030746248416744864,-0.002884864792576991,-0.6513118743750965,0.13696376849019135,8239.39974568741,13525.918946869466,0.13692925385438165,0.01874962056111769,1386487.0,5.484861135464598,-0.0018999044525744272,-0.07213354112536763,-5.433094501513551,1.543171246949812,3541.5079678275883,14837.06342375484,1.543170077397728,2.3813738877757094,73924.0,1754007627.684125,254.3,0,6,6,320.73850706219673,319.99047418562924,320.0089640915394,319.18463855981827,319.99061279739044,0.02131650319678588,0.0,0.2978404028779633,0.08870890558650751,0.0,1404.0670442184355,1400.0217407767698,1399.9357298719326,1395.949373923553,1400.022697114972,0.01639127316798788,0.0,1.6363952650761013,2.6777894635634842,0.0,588.7292306423187,521.5379274285104,525.935234516859,433.3069868385792,522.3602852559031,0.44689952735919536,4.340723453908985,29.299451636547307,858.4578662023747,0.0,3323.918,2325.248364060677,2325.251,1326.538,2395.8315479047556,0.4106720796819882,2.9054842473745626,577.259778062566,333228.85136884305,0.0,3.0,1.0,29.200000762939453,6341408.0,28.0,42.0,Blanking,pass_000006.parquet,119.33700621128082
6,0.7130861282494152,-0.0015220942256025261,-0.0014185905311023816,-0.7248282432410633,0.1342297024988007,9933.789646437355,16582.035780543196,0.13422107234739605,0.018015296262084927,1006648.0,0.429546833052882,-0.003047775313810927,-0.0035881996009266004,-0.5212545394751942,0.09176727573128596,8648.78137891981,16657.606884966488,0.09171665040099529,0.008411943960778389,769070.0,0.6385564804222668,-0.0030092775590373024,-0.0029444694373523816,-0.6651639938208973,0.1337029885145496,8278.0852443196,13576.987185878163,0.133669119045105,0.017867433386294457,799044.0,4.391199350338866,-0.0021125755163733193,-0.054931640643189894,-4.829299449938844,1.3997869718054967,3041.060107163904,12614.963619757704,1.3997853776422622,1.9593991034610903,40730.0,1754008423.471225,150.1,0,7,7,320.67905589938164,320.00500072985886,320.01634016633034,319.0603516995907,320.00513439160557,0.019434462281745443,0.0,0.292480550732049,0.08554487255652268,0.0,2406.164450442062,2399.9463149961816,2400.0399581213687,2393.698028203492,2399.9474245484103,0.01216512815705785,0.0,2.307754925520321,5.325732796263301,0.0,609.1870031356812,153.07414613866806,119.33700621128082,53.133381336927414,186.2838366590675,0.9293882151716613,4.22,106.16013180257377,11269.973584339834,0.0,3322.426,2324.4404440000003,2324.427,1326.4270000000001,2395.071504854185,0.42774415169154306,2.98,577.3596242045115,333344.13566157484,0.0,4.0,1.0,29.200000762939453,6341408.0,27.0,43.0,Roughing,pass_000007.parquet,411.8547392934561
7,0.6914615631249035,-0.0016244209200751332,-0.001549720749608241,-0.7310867309424793,0.13672349603815273,10068.09598617237,16933.89933171376,0.13671384577126486,0.01869067562556919,1002539.0,0.4658818245079601,-0.0031048145293756774,-0.003826618180028163,-0.4977583885047352,0.09558404723640143,8749.439070950562,16970.712940524576,0.09553360776621388,0.0091266702128288,759673.0,0.737619400038966,-0.0030737449250805514,-0.002777576431981288,-0.6784319877478993,0.13881066879086804,8309.580851212168,14037.42783696,0.13877663298373977,0.019258953862303606,791249.0,4.888749122601439,-0.002046513502915902,-0.04282593728930806,-5.081510543841432,1.466392951047326,3949.037744765606,14612.858410391576,1.466391522978692,2.1503040986637676,54606.0,1754008539.371225,266.0,0,8,8,320.7720436155796,320.00880344063046,320.0308710336685,319.1640593111515,320.0089435685156,0.020161187961146406,0.0,0.2994734267614948,0.0896843333362724,0.0,2407.0342008307994,2399.9929916003775,2400.003718521838,2392.9732362128775,2399.9942444586054,0.012270497127421898,0.0,2.452285363521812,6.013703504143306,0.0,1039.6526326835155,513.5685110446215,411.8547392934561,240.94709825515747,572.0157945748623,0.5953276570583902,4.16,251.8917499770916,63449.45370652163,0.0,3322.0260000000003,2324.023946,2324.027,1326.026,2394.665771102505,0.4277857918417737,2.98,577.3533179159388,333336.85370854306,0.0,5.0,1.0,29.200000762939453,6341408.0,26.299999237060547,44.0,Roughing,pass_000008.parquet,360.2841044664383
8,0.7358431816246593,-0.0016089938869300788,-0.0017762183997547254,-0.7294178008887684,0.14974650390094454,10134.938855907323,16762.64109152277,0.14973785950529486,0.022421426569227427,2019080.0,0.47873258592153434,-0.003105922722933735,-0.0038743018958484754,-0.4793286323401844,0.09422579721860805,9072.208576128822,16979.053862962457,0.09417459373695969,0.008868854105521408,1630211.0,0.7629156112816418,-0.0030118433784005675,-0.0024318694922840223,-0.7987976074073231,0.1467531832423641,8518.663511449384,13661.60980420596,0.14672227367114676,0.021527425591230887,1647601.0,5.087506771069457,-0.0020304726761869677,-0.003981590289185988,-5.668175220507692,1.4381215172010384,3337.643945903461,13888.343214342882,1.4381200837959698,2.0681893754173273,81489.0,1754008674.971225,401.6,0,9,9,350.6348691880703,349.9764965774419,349.96967017650604,349.35007989406586,349.9765524699032,0.015562589965634147,0.0,0.19779307044557176,0.03912209871628691,0.0,1204.2418924060141,1200.0209766472583,1200.0380988604497,1196.196701310193,1200.0219082695585,0.015645154721817885,0.0,1.4953038063974766,2.2359334734267824,0.0,450.0709948539734,360.55458802835005,360.2841044664383,252.3125274181366,363.457004942455,0.5391937033876462,4.1441441441441444,45.840849615234575,2101.383493446552,0.0,3323.031,2325.0332322322324,2325.031,1327.031,2395.50678094995,0.40617645546250347,2.8928928928928928,576.7782993429373,332673.20659293106,0.0,6.0,1.0,29.200000762939453,6341408.0,26.0,45.0,Pre-Finishing,pass_000009.parquet,129.85002818703651
9,0.8045792579796398,-0.001588228948319117,-0.0015616416785633191,-0.7493257522437489,0.14652917467515492,10192.120819182463,16727.218753085213,0.14652056701975252,0.02146827655978979,3755503.0,0.4597425460960949,-0.0031034565673384628,-0.0034928321692859754,-0.4441976547095692,0.08788571561026652,9205.535662827886,16991.606582935183,0.08783090324972918,0.007714267565663288,3125102.0,0.7738947868492687,-0.003017334287877559,-0.0025510787818348035,-0.772535800919286,0.14136740563906733,8637.192368254406,13603.465113290205,0.14133520110331962,0.0199756390709158,3106210.0,4.9606919288453355,-0.002084861849744367,0.005269050579954637,-5.533641576785158,1.433676322946878,3076.14221353127,12943.882320709326,1.4336748070359429,2.0554234523295483,142910.0,1754008919.471225,646.1,0,10,10,350.66705346107483,350.00140168817546,350.0036492943764,349.42519292235374,350.0014500724167,0.02122998117994291,0.0,0.1840356129240023,0.033869106824313204,0.0,652.1678331549392,650.0009523249586,650.0659363821571,647.8915604103136,650.0014865896516,0.025830918126541796,0.0,0.8333939068077717,0.6945454039043208,0.0,165.93526577949524,129.3360609586457,129.85002818703651,89.21861892938614,130.30955988595292,1.1876739474272289,4.4775311315646995,15.89857645741391,252.76473337223584,0.0,3324.924,2324.98645262588,2324.986,1325.048,2395.664709259183,0.38993151667161435,2.8153762858689766,577.6221899269553,333647.39429601165,0.0,7.0,1.0,29.200000762939453,6341408.0,25.93000030517578,46.0,Finishing,pass_000010.parquet,147.46644338965416
